DOC_ID,FIRST_PAGE_INDICATOR,TITLE,DAY,MONTH,YEAR,NEWSPAPER_ID,ARTICLE_DATE,EXTRA_ARTICLE_DATE,MULTIPAGE_ARTICLE,ARTICLE_ID
TSLR_1904_12_01_P3_004,NA,ITALIAN EXHIBITORS ENTERTAINED AT BANQUET,01,12,1904,TSLR,,1904-12-01,,P3_004
SLPD_1904_12_01_P11_001_01,TRUE,ABSENCE OF CRIME AT FAIR NOTABLE,01,12,1904,SLPD,1904-12-01,,checked,P11_001_01
SLPD_1904_12_01_P11_001_02,FALSE,ABSENCE OF CRIME AT FAIR NOTABLE,01,12,1904,SLPD,1904-12-01,,checked,P11_001_02
SLPD_1904_12_01_P1_001_01,TRUE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",01,12,1904,SLPD,1904-12-01,,checked,P1_001_01
SLPD_1904_12_01_P1_001_02,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",01,12,1904,SLPD,1904-12-01,,checked,P1_001_02
SLPD_1904_12_01_P1_001_03,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",01,12,1904,SLPD,1904-12-01,,checked,P1_001_03
SLPD_1904_12_01_P1_001_04,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",01,12,1904,SLPD,1904-12-01,,checked,P1_001_04
SLPD_1904_12_01_P1_001_05,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",01,12,1904,SLPD,1904-12-01,,checked,P1_001_05
SLPD_1904_12_01_P2_001,NA,SOLDIERS WILL AID IN PREVENTING VANDALISM,01,12,1904,SLPD,,1904-12-01,,P2_001
SLPD_1904_12_01_P2_002,NA,PIKE'S SHOWS WARNED TO KEEP WITHIN BOUNDS,01,12,1904,SLPD,1904-12-01,,,P2_002
SLPD_1904_12_01_P2_003,NA,SILVER SERVICES FOR FRANCIS AND THOMPSON,01,12,1904,SLPD,,1904-12-01,,P2_003
